laptop_ID,Price_euros
750,1323.6856974345526
726,458.71534753330565
633,285.88995641937066
363,908.365363215501
319,324.18216747147545
14,510.6893511475338
121,501.06455420167975
690,1488.7510028540862
360,1535.8350102701359
1001,1312.198257653236
3,791.1233933570471
222,1071.3644700912798
541,1074.5441674435249
213,712.6034090155963
57,474.95853494201515
760,1460.8193568942038
117,1229.5568739282164
655,2168.743686265881
514,640.7367747076105
961,797.0472284490909
1102,1188.523880673712
247,1008.7670067855412
1275,495.76250738234666
1224,723.2755718018021
860,344.4674805928448
728,1868.147220025616
1319,731.883944877956
284,852.0347939114142
242,523.5860798059707
769,1180.9112739663608
79,971.9925421231947
513,1177.347512586107
983,616.7856143305611
1110,989.3537512364381
964,1804.4138791850198
486,1244.8271198315542
748,1016.5194196995642
886,1365.280904999353
578,487.6141061417
706,1728.5802833761516
790,2378.1485760152627
22,985.6307520521939
322,314.64717354049765
5,1574.1552946140405
40,950.5846270950817
625,2108.3948702109897
92,1091.1915586565342
526,1711.1922470954842
1043,973.4312015379342
1261,1467.331935683274
1094,722.1976632548811
286,455.09861394446085
269,729.7850875478372
1166,1273.2120533318855
47,432.0598310056704
890,840.0520039170136
373,989.0455521823951
973,362.6905986869763
1015,1178.2071288094478
702,1065.763440423955
44,702.9304993393198
359,1886.8767288116558
848,859.3313314862077
652,448.68978844487475
277,837.5248795307901
48,1398.7047957257748
231,1019.9317069561082
202,1690.8403393182705
519,779.8946757358848
981,654.9303388638577
1006,362.3138338175533
46,1421.8743810169444
789,2618.893812113361
94,1382.9403725720188
1250,517.1205209079211
409,1046.1773235097348
266,467.6537786281437
18,2348.252593726943
816,545.0262565339224
1277,1235.6820416384344
1255,656.7538735824512
347,862.2515498069548
341,1390.8329838248417
797,2108.699758048818
596,1078.617777891694
469,779.7203399885843
1293,838.1421605932493
714,999.292296063804
146,606.251913090159
265,1013.2770022816115
549,1484.8051166837479
574,620.1853030306645
562,302.46419358377705
984,2027.643297908264
1101,1272.205366355597
1146,1944.8174162003272
926,1049.2614415258124
366,437.73300207850946
1214,412.2515409945068
86,437.6813064804329
499,1228.9736898421775
355,837.3734019790576
299,887.8809308499835
70,573.9246403356846
378,1801.406467088975
488,498.77798524954864
440,2132.315565125489
911,988.2412598977214
785,2359.482592312069
1155,1334.4513778085345
965,1663.5598705602717
1097,428.731471925253
449,1508.0813938635001
216,1830.3925218352413
1088,1212.6179679371462
275,1670.6212312213156
258,1514.214747385595
