laptop_ID,Price_euros
750,942.1880869871823
726,355.8719963914251
633,246.430491291927
363,561.8072295897273
319,345.5241207580449
14,346.6329876026085
121,458.50527384045813
690,1160.382188702966
360,1400.9626367962953
1001,865.9887897367583
3,451.23940881736087
222,857.9621857392742
541,1072.3044963958937
213,510.5724377527263
57,363.3812634729829
760,1166.9718465964927
117,1298.0554603381695
655,1276.826206551892
514,532.5090341704946
961,564.2126316538074
1102,849.6321970586034
247,598.8168038822722
1275,397.70979383966556
1224,518.6132234824144
860,244.07955289043437
728,1223.1632411166922
1319,391.5229649759032
284,559.8313455015998
242,447.9559455497422
769,617.5520796552203
79,857.8138451571302
513,765.9424636216282
983,601.250717329339
1110,540.718710623096
964,810.275461183057
486,998.0535979486226
748,762.8238426155389
886,1241.7947844395103
578,336.3037219674832
706,1606.62706345638
790,1334.7698750930094
22,586.3718926520473
322,271.5571039883087
5,2131.3623371026674
40,818.8288068361735
625,1245.6616930595048
92,924.6580467705468
526,1122.9123483596911
1043,770.5475188917083
1261,1237.9853658561879
1094,652.6237568267314
286,277.22977398287105
269,424.8277086933492
1166,1052.429153881633
47,304.6853883064786
890,754.5710493660506
373,517.7395786103007
973,431.1842243692958
1015,576.5342123828907
702,629.7315372045408
44,678.674345807059
359,717.1700462720435
848,552.403561050987
652,362.27050507663665
277,658.3027226468007
48,1355.5630917063177
231,679.5708620052847
202,984.8481706944373
519,581.0043897350852
981,530.1680497380956
1006,236.97567090811373
46,1472.3165563706787
789,1975.9905152376714
94,1413.5582108193396
1250,407.9992092934049
409,1541.333409010017
266,332.7376713005214
18,2458.7840306198004
816,244.80372729367744
1277,786.0132003673831
1255,509.55281845656435
347,789.4489291928935
341,1204.9240225554518
797,1308.1450852808136
596,1104.7896041637248
469,547.5869524727543
1293,525.6359489632525
714,956.8349599176807
146,506.0204907192028
265,838.2208875583807
549,917.1561575212586
574,615.9137490490857
562,267.1162740916073
984,1408.275679039832
1101,1326.903380153323
1146,1241.2887624993477
926,877.6861122527638
366,310.56293419450367
1214,233.1686305245178
86,306.57125163959387
499,649.7038960866533
355,769.0399664645173
299,789.0069802451623
70,446.1082925960548
378,1584.2923510893177
488,403.31561968943504
440,1942.2807818169128
911,860.4723756213236
785,1239.012122414807
1155,1295.1953260487514
965,1223.2236184302355
1097,384.93816944641173
449,1107.8847907173763
216,997.5184555197488
1088,899.9132819077798
275,2186.591373659544
258,1284.5965775633651
501,1458.521612052399
553,766.3250380320729
603,1421.9171434245968
1202,511.70296561889097
968,1200.6118380576295
1114,1013.0362492608455
835,739.1461771267566
889,708.9036549756062
1074,929.9501574283033
150,311.3200649745668
1209,1213.6959607408683
1039,979.1315844961862
110,940.7612658223646
1216,324.3487230202234
